name,platform,publisher,developer,Total_Shipped,year
Nicktoons MLB,DS,2K Sports,2K Sports,0.1,2011
Major League Baseball 2K11,DS,2K Sports,Visual Concepts,0.09,2011
Major League Baseball 2K11,PC,2K Sports,Visual Concepts,0.08,2011
Major League Baseball 2K11,PSP,2K Sports,Visual Concepts,0.06,2011
Major League Baseball 2K11,PS2,2K Sports,Visual Concepts,0.05,2011
NBA 2K13,X360,2K Sports,Visual Concepts,3.11,2012
NBA 2K13,PS3,2K Sports,Visual Concepts,2.63,2012
NBA 2K13,Wii,2K Sports,Visual Concepts,0.43,2012
NBA 2K13,WiiU,2K Sports,Visual Concepts,0.14,2012
MLB 2K12 / NBA 2K12 Combo Pack,X360,2K Sports,2K Sports,0.04,2012
NBA 2K13,PC,2K Sports,Visual Concepts,0.03,2012
NBA 2K13,PSP,2K Sports,Visual Concepts,0.01,2012
NBA 2K14,X360,2K Sports,Visual Concepts,2.57,2013
NBA 2K14,PS3,2K Sports,Visual Concepts,2.22,2013
NBA 2K14,PS4,2K Sports,Visual Concepts,1.54,2013
WWE 2K14,PS3,2K Sports,Yuke's,1.2,2013
WWE 2K14,X360,2K Sports,Yuke's,1.12,2013
NBA 2K14,XOne,2K Sports,Visual Concepts,0.94,2013
Major League Baseball 2K13,X360,2K Sports,"Visual Concepts, Ltd.",0.5,2013
Major League Baseball 2K13,PS3,2K Sports,"Visual Concepts, Ltd.",0.17,2013
NBA 2K15,PS4,2K Sports,Visual Concepts,2.49,2014
NBA 2K15,XOne,2K Sports,Visual Concepts,1.74,2014
NBA 2K15,X360,2K Sports,Visual Concepts,1.66,2014
NBA 2K15,PS3,2K Sports,Visual Concepts,1.37,2014
WWE 2K15,PS4,2K Sports,Visual Concepts,1.16,2014
WWE 2K15,PS3,2K Sports,Visual Concepts,0.8,2014
WWE 2K15,X360,2K Sports,Visual Concepts,0.64,2014
WWE 2K15,XOne,2K Sports,Visual Concepts,0.61,2014
NBA 2K16,PS4,2K Sports,Visual Concepts,3.98,2015
NBA 2K16,XOne,2K Sports,Visual Concepts,2.41,2015
NBA 2K16,X360,2K Sports,Visual Concepts,1.01,2015
NBA 2K16,PS3,2K Sports,Visual Concepts,0.79,2015
NBA 2K16,PC,2K Sports,Visual Concepts,0.12,2015
NBA 2K17,PS4,2K Sports,Visual Concepts,3.52,2016
NBA 2K17,XOne,2K Sports,Visual Concepts,2.04,2016
NBA 2K17,X360,2K Sports,Visual Concepts,0.35,2016
NBA 2K17,PS3,2K Sports,Visual Concepts,0.34,2016
WWE 2K16,PC,2K Sports,Yuke's,0.14,2016
NBA 2K17,PC,2K Sports,Visual Concepts,0.03,2016
NBA 2K18,PS4,2K Sports,Visual Concepts,3.34,2017
NBA 2K18,XOne,2K Sports,Visual Concepts,2.02,2017
WWE 2K18,PS4,2K Sports,Yuke's,1.33,2017
WWE 2K18,XOne,2K Sports,Yuke's,0.66,2017
NBA 2K18,PC,2K Sports,Visual Concepts,0.54,2017
NBA 2K18,NS,2K Sports,Visual Concepts,0.43,2017
WWE 2K18,NS,2K Sports,Yuke's,0.23,2017
NBA 2K18,X360,2K Sports,Visual Concepts,0.11,2017
NBA 2K18,PS3,2K Sports,Visual Concepts,0.09,2017
NBA 2K19,PS4,2K Sports,Visual Concepts,2.63,2018
NBA 2K19,XOne,2K Sports,Visual Concepts,1.74,2018
WWE 2K19,PS4,2K Sports,Visual Concepts,0.98,2018
WWE 2K19,XOne,2K Sports,Visual Concepts,0.48,2018
NBA 2K19,NS,2K Sports,Visual Concepts,0.3,2018
NBA 2K20,PS4,2K Sports,Visual Concepts,8.0,2019
BikkuriMan Daijiten,DS,3 O'Clock,3 O'Clock,0.03,2007
The Professor's Brain Trainer: Logic,DS,505 Games,Interchannel,0.02,2006
?­Shin Chan Flipa en colores!,DS,505 Games,Inti Creates,0.14,2007
Fashion Designer: Style Icon,DS,505 Games,Creative Pattern,0.01,2007
Shin Chan: ?­Aventuras de Cine!,DS,505 Games,Inti Creates,0.15,2008
Championship Foosball,Wii,505 Games,Del,0.09,2008
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,505 Games,Matrix Software,0.07,2008
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,505 Games,Banpresto,0.05,2008
Cooking Mama 3: Shop & Chop,DS,505 Games,Cooking Mama Ltd.,1.69,2009
IL-2 Sturmovik: Birds of Prey,PS3,505 Games,Gaijin Entertainment,0.69,2009
IL-2 Sturmovik: Birds of Prey,X360,505 Games,Gaijin Entertainment,0.51,2009
Discovery Kids: Kitten Corner,DS,505 Games,505 Games,0.45,2009
Discovery Kids: Puppy Playtime,DS,505 Games,505 Games,0.33,2009
Hotel for Dogs,DS,505 Games,Paramount Interactive,0.23,2009
Discovery Kids: Dolphin Discovery,DS,505 Games,Starfish,0.22,2009
Discovery Kids: Pony Paradise,DS,505 Games,505 Games,0.21,2009
IL-2 Sturmovik: Birds of Prey,PSP,505 Games,SME Dynamic Systems Limited,0.19,2009
The Destiny of Zorro,Wii,505 Games,Pronto Games,0.1,2009
Rolling Stone: Drum King,Wii,505 Games,Del,0.1,2009
Diva Girls: Divas on Ice,Wii,505 Games,505 Games,0.08,2009
Discovery Kids: Spider Quest,DS,505 Games,505 Games,0.08,2009
Salon Superstar,DS,505 Games,505 Games,0.08,2009
Picture Perfect Hair Salon,DS,505 Games,Sonic Powered,0.07,2009
Discovery Kids: Parrot Pals,DS,505 Games,505 Games,0.07,2009
Shin Chan Contra ?­Los Plastas!,DS,505 Games,Inti Creates,0.07,2009
IL-2 Sturmovik: Birds of Prey,DS,505 Games,Gaijin Entertainment,0.06,2009
Diva Girls: Divas on Ice,DS,505 Games,Arc System Works,0.06,2009
Hotel for Dogs,Wii,505 Games,Paramount Interactive,0.05,2009
Fashion Week Jr. Designer,DS,505 Games,505 Games,0.04,2009
My Ballet Studio,Wii,505 Games,Del,0.03,2009
My Ballet Studio,DS,505 Games,Arc System Works,0.02,2009
Battle Fantasia,PS3,505 Games,Arc System Works,0.01,2009
Grease,Wii,505 Games,Zoe Mode,0.55,2010
Naughty Bear,PS3,505 Games,Artificial Mind and Movement,0.44,2010
Naughty Bear,X360,505 Games,Artificial Mind and Movement,0.41,2010
Farmtopia,DS,505 Games,505 Games,0.19,2010
Backbreaker,X360,505 Games,NaturalMotion Games,0.18,2010
Backbreaker,PS3,505 Games,NaturalMotion Games,0.18,2010
Naval Assault: The Killing Tide,X360,505 Games,Artech Studios,0.17,2010
Learning to Spell,DS,505 Games,505 Games,0.17,2010
Grease,DS,505 Games,Big Head Games,0.11,2010
Cats & Dogs: The Revenge of Kitty Galore,DS,505 Games,Warner Bros. Interactive Entertainment,0.11,2010
My First Dollhouse,DS,505 Games,505 Games,0.11,2010
Field & Stream: Total Outdoorsman Challenge,X360,505 Games,Beast Studios S.r.l.,0.09,2010
My Pet Chimp,DS,505 Games,505 Games,0.06,2010
MorphX,X360,505 Games,Buka Entertainment,0.05,2010
World Championship Spelling,DS,505 Games,505 Games,0.04,2010
Discovery Kids: Snake Safari,DS,505 Games,505 Games,0.02,2010
Mind over Matter,DS,505 Games,505 Games,0.02,2010
Zorro: Quest For Justice,DS,505 Games,505 Games,0.01,2010
Mean Girls,DS,505 Games,505 Games,0.01,2010
Rugby World Cup 2011,PS3,505 Games,HB Studios Multimedia,0.32,2011
Rugby World Cup 2011,X360,505 Games,HB Studios Multimedia,0.28,2011
Grease Dance,X360,505 Games,505 Games,0.16,2011
Supremacy MMA,PS3,505 Games,Kung Fu Factory,0.13,2011
Blackwater,X360,505 Games,505 Games,0.12,2011
Michael Phelps: Push the Limit,X360,505 Games,Blitz Games,0.11,2011
HOP,DS,505 Games,505 Games,0.11,2011
Naruto Shippuden 3D: The New Era,3DS,505 Games,Takara Tomy,0.11,2011
Supremacy MMA,X360,505 Games,Kung Fu Factory,0.08,2011
Grease Dance,PS3,505 Games,505 Games,0.08,2011
Top Gun,PS3,505 Games,Doublesix,0.07,2011
Johnny Test,DS,505 Games,Sarbakan,0.06,2011
Dawn of Fantasy,PC,505 Games,Reverie World Studios Inc.,0.01,2011
Sniper Elite V2,PS3,505 Games,Rebellion Developments,0.98,2012
Sniper Elite V2,X360,505 Games,Rebellion Developments,0.84,2012
Supremacy MMA,PSV,505 Games,Kung Fu Factory,0.1,2012
Top Gun: Hard Lock,X360,505 Games,Headstrong Games,0.06,2012
Top Gun: Hard Lock,PS3,505 Games,Headstrong Games,0.03,2012
Deep Black,PC,505 Games,BiArt Studios,0.01,2012
How to Survive,PC,505 Games,EKO Software,1.51,2013
Brothers: A Tale of Two Sons,PC,505 Games,Starbreeze Studios,1.06,2013
Payday 2,X360,505 Games,Overkill Software,0.58,2013
Payday 2,PS3,505 Games,Overkill Software,0.47,2013
Terraria,PS3,505 Games,Engine Software,0.45,2013
Terraria,X360,505 Games,Engine Software,0.3,2013
Terraria,PSV,505 Games,Engine Software,0.1,2013
Payday 2,PC,505 Games,Overkill Software,0.05,2013
Sniper Elite V2,WiiU,505 Games,Rebellion Developments,0.02,2013
Sniper Elite III,PS4,505 Games,Rebellion Developments,0.74,2014
Sniper Elite III,XOne,505 Games,Rebellion Developments,0.43,2014
Sniper Elite III,X360,505 Games,Rebellion Developments,0.33,2014
Sniper Elite III,PS3,505 Games,Rebellion Developments,0.31,2014
Defense Grid 2,PC,505 Games,Unknown,0.21,2014
Terraria,PS4,505 Games,Re-Logic,0.07,2014
Terraria,XOne,505 Games,Re-Logic,0.04,2014
Payday 2,PS4,505 Games,Overkill Software,0.32,2015
Payday 2,XOne,505 Games,Overkill Software,0.23,2015
Brothers: A Tale of Two Sons,PS4,505 Games,Starbreeze Studios,0.15,2015
Terraria,3DS,505 Games,Re-Logic,0.12,2015
Brothers: A Tale of Two Sons,XOne,505 Games,Starbreeze Studios,0.05,2015
Rocket League,PS4,505 Games,Psyonix Studios,2.02,2016
Rocket League,XOne,505 Games,Psyonix Studios,1.38,2016
Portal Knights,PC,505 Games,Keen Games,0.91,2016
ABZU,PC,505 Games,Giant Squid Studios,0.58,2016
Assetto Corsa,PS4,505 Games,Kunos Simulazioni,0.08,2016
Terraria,WiiU,505 Games,Re-Logic,0.04,2016
Assetto Corsa,XOne,505 Games,Kunos Simulazioni,0.02,2016
Dead by Daylight,PS4,505 Games,Behaviour Interactive Inc.,0.22,2017
Dead by Daylight,XOne,505 Games,Behaviour Interactive Inc.,0.12,2017
Portal Knights,PS4,505 Games,Keen Games,0.12,2017
Stardew Valley,PS4,505 Games,ConcernedApe,0.1,2017
Raid: World War II,PS4,505 Games,Lion Game Lion,0.04,2017
INSIDE / LIMBO Double Pack,PS4,505 Games,Playdead,0.04,2017
ABZU,PS4,505 Games,Giant Squid Studios,0.04,2017
Raid: World War II,XOne,505 Games,Lion Game Lion,0.03,2017
INSIDE / LIMBO Double Pack,XOne,505 Games,Playdead,0.03,2017
Stardew Valley,XOne,505 Games,ConcernedApe,0.03,2017
Redout,PS4,505 Games,Nicalis,0.02,2017
ABZU,XOne,505 Games,Giant Squid Studios,0.02,2017
Redout,XOne,505 Games,Nicalis,0.02,2017
Portal Knights,XOne,505 Games,Keen Games,0.02,2017
Rocket League,NS,505 Games,Psyonix Studios,0.4,2018
No Man's Sky,XOne,505 Games,Hello Games,0.23,2018
Payday 2,NS,505 Games,Overkill Software,0.12,2018
The Banner Saga Trilogy - Bonus Edition,PS4,505 Games,Stoic Studio,0.07,2018
Portal Knights,NS,505 Games,Keen Games,0.06,2018
Hellblade: Senua's Sacrifice,PS4,505 Games,Ninja Theory,0.05,2018
The Banner Saga Trilogy - Bonus Edition,XOne,505 Games,Stoic Studio,0.05,2018
Don't Starve: Giant Edition,XOne,505 Games,Klei Entertainment,0.04,2018
TNN Motor Sports Hardcore 4x4,PS,ASC Games,Gremlin Interactive,1.31,1996
Perfect Weapon,PS,ASC Games,Gray Matter Inc.,0.23,1996
Mass Destruction,PS,ASC Games,NMS Software,0.11,1997
Animaniacs Ten Pin Alley,PS,ASC Games,Saffire Corporation,0.66,1998
Dead in the Water,PS,ASC Games,Player 1,0.05,1999
Parfait: Chocolat Second Style,PS2,Alchemist,Alchemist,1.22,2006
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist,Regista,0.02,2006
Higurashi no Naku Koro ni Matsuri,PS2,Alchemist,07th Expansion,0.11,2007
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,Alchemist,07th Expansion,0.07,2007
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Alchemist,Alchemist,0.01,2007
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,Alchemist,Alchemist,0.1,2008
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,Alchemist,Alchemist,0.07,2008
Higurashi Daybreak Portable,PSP,Alchemist,Alchemist,0.06,2008
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Alchemist,Regista,0.02,2008
Akai Ito DS,DS,Alchemist,Alchemist,0.02,2008
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,Alchemist,Alchemist,0.02,2008
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,Alchemist,Chuable Soft,0.01,2008
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,Alchemist,Alchemist,0.03,2009
Higurashi Daybreak Portable Mega Edition,PSP,Alchemist,Alchemist,0.02,2009
Triggerheart Excelica Enhanced,PS2,Alchemist,Alchemist,0.02,2009
Sekirei: Mirai Kara no Okurimono,PS2,Alchemist,Alchemist,0.01,2009
Akai Ito Destiny DS,DS,Alchemist,Alchemist,0.01,2009
Nicola Kanshuu: Model * Oshare Audition,DS,Alchemist,Alchemist,0.06,2010
Saki Portable,PSP,Alchemist,Alchemist,0.04,2010
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,Alchemist,Alchemist,0.03,2010
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,Alchemist,Alchemist,0.02,2010
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Alchemist,Alchemist,0.02,2010
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Alchemist,Will,0.02,2010
Koisuru Otome to Shugo no Tate Portable,PSP,Alchemist,Alchemist,0.02,2010
Suzunone Seven: Rebirth Knot,PS2,Alchemist,Alchemist,0.02,2010
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,Alchemist,Alchemist,0.02,2010
No Fate! Only the Power of Will,X360,Alchemist,Alchemist,0.01,2010
No Fate! Only the Power of Will,PSP,Alchemist,Alchemist,0.01,2010
Nicola Kanshuu: Model * Oshare Audition 2,3DS,Alchemist,Alchemist,0.06,2011
Gal Gun,X360,Alchemist,Inti Creates,0.04,2011
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,Alchemist,Alchemist,0.03,2011
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,Alchemist,Alchemist,0.03,2011
Saka Agari Hurricane Portable,PSP,Alchemist,Alchemist,0.03,2011
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,Alchemist,Alchemist,0.02,2011
Princess Frontier Portable,PSP,Alchemist,Alchemist,0.02,2011
Umineko no Naku Koro ni Portable 1,PSP,Alchemist,Alchemist,0.01,2011
Nicola Kanshuu: Model Oshare * Audition Platinum,3DS,Alchemist,Alchemist,0.08,2012
Gal Gun,PS3,Alchemist,Alchemist,0.02,2012
Ouka Sengoku Portable,PSP,Alchemist,Unknown,0.01,2012
Chibi * Devi!,3DS,Alchemist,Infinity,0.01,2012
Model * Oshare Audition: Dream Girl,3DS,Alchemist,Alchemist,0.07,2013
Ren'ai 0 Kilometer,PSP,Alchemist,ASa Project,0.03,2013
Saki Achiga-hen episode of side-A Portable,PSP,Alchemist,Alchemist,0.02,2013
Gaku * Ou: The Royal Seven Stars + Meteor,PSP,Alchemist,Lump of Sugar,0.02,2013
Onigokko! Portable,PSP,Alchemist,Alcot,0.01,2013
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Alchemist,Alchemist,0.06,2015
Dream Girl Premier,3DS,Alchemist,Unknown,0.04,2015
To Heart 2: Another Days,PSP,Aqua Plus,Aqua Plus,0.01,2009
White Album 2: Shiawase no Mukougawa,PS3,Aqua Plus,Aqua Plus,0.04,2012
Heartful Simulator Pachi-Slot: To Heart 2,PS3,Aqua Plus,Unknown,0.01,2012
Dungeon Travelers 2: The Royal Library & the Monster Seal,PSP,Aqua Plus,Sting,0.08,2013
White Album 2: Shiawase no Mukougawa,PSV,Aqua Plus,Aqua Plus,0.02,2013
To Heart 2: Dungeon Travelers,PSV,Aqua Plus,Aqua Plus,0.06,2015
Utawarerumono: Mask of Deception,PS3,Aqua Plus,Aqua Plus,0.06,2015
Utawarerumono: Mask of Truth,PS3,Aqua Plus,Aqua Plus,0.04,2016
Utawarerumono: Chiriyukusha e no Komoriuta,PS4,Aqua Plus,Aqua Plus,0.03,2018
Utawarerumono: Chiriyukusha e no Komoriuta,PSV,Aqua Plus,Aqua Plus,0.02,2018
Fifi and the Flowertots,DS,Avanquest,Avanquest Software,0.1,2009
Roary the Racing Car,DS,Avanquest,Uacari,0.09,2009
Supermodel Makeover by Lauren Luke,DS,Avanquest,Avanquest Software,0.02,2009
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,Avanquest,TBD,0.28,2010
Mahjong 300,DS,Avanquest,Avanquest Software,0.03,2011
Timmy Time,DS,Avanquest,Avanquest Software,0.02,2011
Atlantic Quest,PC,Avanquest,Oberon Media,0.02,2011
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,Avanquest,Avanquest Software,0.01,2011
Dino Dini's Kick Off Revival,PS4,Avanquest,The Digital Lounge,0.03,2016
Battle Dodge Ball,SNES,Banpresto,Banpresto,0.33,1991
Battle Commander: Hachibushu Shura no Heihou,SNES,Banpresto,Banpresto,0.18,1991
Battle Soccer: Field no Hasha,SNES,Banpresto,Banpresto,0.16,1992
Super Puyo Puyo,SNES,Banpresto,Compile,1.7,1993
Super Robot Taisen EX,SNES,Banpresto,WinkySoft,0.37,1994
Slayers,SNES,Banpresto,Bec,0.12,1994
Kenyuu Densetsu Yaiba,SNES,Banpresto,Atelier Double,0.07,1994
Gaia Saver Hero Saidai no Sakusen,SNES,Banpresto,Banpresto,0.03,1994
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Banpresto,Banpresto,0.03,1994
Dai-4-Ji Super Robot Taisen,SNES,Banpresto,Banpresto,0.38,1995
Super Nazo Puyo: Ruruu no Ruu,SNES,Banpresto,Compile,0.27,1995
Go Go Ackman 3,SNES,Banpresto,Aspect,0.04,1995
Zen-Nippon GT Senshuken,SNES,Banpresto,Kaneko Co. Ltd,0.04,1995
Doki Oki,PS,Banpresto,Banpresto,0.03,1995
Shin Super Robot Taisen,PS,Banpresto,Winky Soft,0.55,1996
Dai-4-Ji Super Robot Taisen S,PS,Banpresto,Winky Soft,0.51,1996
Super Robot Taisen F,SAT,Banpresto,Banpresto,0.55,1997
Shin Super Robot Taisen Special Disk,PS,Banpresto,Banpresto,0.32,1997
Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,0.55,1998
Real Robots Final Attack,PS,Banpresto,Banpresto,0.08,1998
Super Robot Spirits,N64,Banpresto,Vertex,0.07,1998
Super Robot Taisen Complete Box,PS,Banpresto,Bandai,0.31,1999
Super Robot Taisen F Kanketsuhen,PS,Banpresto,Banpresto,0.23,1999
Super Robot Taisen 64,N64,Banpresto,Banpresto,0.2,1999
Super Robot Taisen ?ñ,PS,Banpresto,Banpresto,0.8,2000
Super Robot Taisen ?ñ Gaiden,PS,Banpresto,Banpresto,0.62,2001
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,Banpresto,Alpha Unit,0.39,2001
Super Robot Taisen A,GBA,Banpresto,Banpresto,0.36,2001
Super Robot Taisen Impact,PS2,Banpresto,Banpresto,0.65,2002
Super Robot Taisen R,GBA,Banpresto,Banpresto,0.26,2002
Dai-2-Ji Super Robot Taisen ?ñ,PS2,Banpresto,Banpresto,0.6,2003
Summon Night 3,PS2,Banpresto,Flight-Plan,0.24,2003
Super Robot Taisen D,GBA,Banpresto,Banpresto,0.23,2003
Super Robot Taisen: Scramble Commander,PS2,Banpresto,Banpresto,0.19,2003
Super Robot Taisen MX,PS2,Banpresto,TOSE,0.5,2004
Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,Banpresto,0.26,2004
Ultraman Fighting Evolution 3,PS2,Banpresto,Banpresto,0.01,2004
Dai-3-Ji Super Robot Taisen ?ñ: Shuuen no Ginga e,PS2,Banpresto,Banpresto,0.64,2005
A.C.E.: Another Century's Episode,PS2,Banpresto,From Software,0.26,2005
Super Robot Taisen J,GBA,Banpresto,Al,0.18,2005
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,Banpresto,Flight-Plan,0.16,2005
Super Robot Taisen MX Portable,PSP,Banpresto,Banpresto,0.09,2005
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,Banpresto,Flight-Plan,0.04,2005
A.C.E.: Another Century's Episode 2,PS2,Banpresto,From Software,0.18,2006
Summon Night 4,PS2,Banpresto,Flight-Plan,0.18,2006
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,Banpresto,Eighting,0.13,2006
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,Banpresto,Inti Creates,0.07,2006
Magna Carta Portable,PSP,Banpresto,SoftMax,0.03,2006
Super Robot Taisen XO,X360,Banpresto,Banpresto,0.01,2006
Ultraman Fighting Evolution 0,PSP,Banpresto,Banpresto,0.01,2006
Super Robot Taisen OG: Original Generations,PS2,Banpresto,Banpresto,0.44,2007
Super Robot Taisen W,DS,Banpresto,Banpresto,0.3,2007
Super Robot Taisen OG: Original Generations Gaiden,PS2,Banpresto,Banpresto,0.3,2007
A.C.E.: Another Century's Episode 3: The Final,PS2,Banpresto,From Software,0.26,2007
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,Banpresto,0.08,2007
Super Robot Taisen: Scramble Commander the 2nd,PS2,Banpresto,Banpresto,0.04,2007
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,Banpresto,Dimps Corporation,0.03,2007
Nodame Cantabile,PS2,Banpresto,Banpresto,0.01,2007
A.C.E.: Another Century's Episode 2 - Special Vocal Version,PS2,Banpresto,From Software,0.01,2007
Suzumiya Haruhi no Tomadoi,PS2,Banpresto,Banpresto,0.13,2008
Summon Night,DS,Banpresto,Flight-Plan,0.07,2008
Kimi ni Todoke: Sodateru Omoi,DS,Banpresto,Namco Bandai Games,0.02,2009
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto,Banpresto,0.42,2011
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Banpresto,Namco Bandai Games,0.15,2011
Kimi ni Todoke: Tsutaeru Kimochi,DS,Banpresto,Namco Bandai Games,0.05,2011
FORCED,PC,BetaDwarf,Unknown,0.6,2013
The Settlers IV,PC,Blue Byte,Blue Byte,0.02,2001
Detective Opera: Milky Holmes 2,PSP,BushiRoad,ArtDink,0.03,2012
Road Rash: Jailbreak,GBA,DSI Games,Magic Pockets,0.1,2003
Freekstyle,GBA,DSI Games,Full Fat,0.01,2003
Street Jam Basketball,GBA,DSI Games,Prograph,0.03,2004
Risk / Battleship / Clue,GBA,DSI Games,Gravity-I,0.34,2005
Sorry! / Aggravation / Scrabble Junior,GBA,DSI Games,Gravity-I,0.25,2005
CandyLand / Chutes & Ladders / Memory,GBA,DSI Games,Black Lantern Studios,0.2,2005
The Game of Life / Yahtzee / Payday,GBA,DSI Games,Black Lantern Studios,0.18,2005
Mousetrap / Operation / Simon,GBA,DSI Games,Gravity-I,0.17,2005
Paperboy / Rampage,GBA,DSI Games,DSI Games,0.13,2005
Snood 2: On Vacation,DS,DSI Games,Gravity-I,0.09,2005
Pong / Asteroids / Yars' Revenge,GBA,DSI Games,DSI Games,0.07,2005
Scrabble Blast!,GBA,DSI Games,Visual Impact,0.06,2005
Millipede / Super Breakout / Lunar Lander,GBA,DSI Games,Gravity-I,0.04,2005
Big Mutha Truckers,GBA,DSI Games,Raylight Studios,0.04,2005
Marble Madness / Klax,GBA,DSI Games,Frame Studios Interactive,0.03,2005
Gauntlet / Rampart,GBA,DSI Games,EC Interactive Games,0.03,2005
Spy Hunter / Super Sprint,GBA,DSI Games,DSI Games,0.02,2005
Snood 2: On Vacation,GBA,DSI Games,Rebellion Developments,0.01,2005
UNO / Skip-Bo / UNO Freefall,DS,DSI Games,Black Lantern Studios,0.1,2006
March of the Penguins,DS,DSI Games,DSI Games,0.05,2006
Lionel Trains: On Track,DS,DSI Games,Unknown,0.04,2006
"Princess Natasha: Student, Secret Agent, Princess",DS,DSI Games,Frame Studios Interactive,0.03,2006
UNO 52,DS,DSI Games,Black Lantern Studios,0.02,2006
M&M's Kart Racing,Wii,DSI Games,FrontLine Studios,0.23,2007
Arctic Tale,DS,DSI Games,Atomic Planet Entertainment,0.14,2007
Harlem Globetrotters: World Tour,DS,DSI Games,Full Fat,0.07,2007
Showtime Championship Boxing,Wii,DSI Games,Nikitova Games,0.06,2007
Showtime Championship Boxing,DS,DSI Games,Nikitova Games,0.06,2007
Sea Monsters: A Prehistoric Adventure,Wii,DSI Games,Atomic Planet Entertainment,0.04,2007
Arctic Tale,Wii,DSI Games,Atomic Planet Entertainment,0.04,2007
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,DSI Games,Skyworks Technologies,0.04,2007
Betty Boop's Double Shift,DS,DSI Games,Black Lantern Studios,0.03,2007
Balls of Fury,Wii,DSI Games,Black Lantern Studios,0.02,2007
B-17: Fortress in the Sky,DS,DSI Games,Zoo Digital Publishing,0.02,2007
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,DSI Games,Destination Software,0.02,2007
Balls of Fury,DS,DSI Games,Black Lantern Studios,0.02,2007
Jeep Thrills,Wii,DSI Games,Game Sauce,0.19,2008
M&M's Kart Racing,DS,DSI Games,FrontLine Studios,0.12,2008
Garfield's Fun Fest,DS,DSI Games,Black Lantern Studios,0.11,2008
1 vs. 100,DS,DSI Games,ECI,0.09,2008
Barnyard Blast: Swine of the Night,DS,DSI Games,"Sanuk Software Co., Ltd.",0.02,2008
Sea Monsters: A Prehistoric Adventure,DS,DSI Games,Atomic Planet Entertainment,0.01,2008
Yamaha Supercross,DS,DSI Games,Coyote Console,0.11,2009
Yamaha Supercross,Wii,DSI Games,Coyote Console,0.07,2009
DefCon 5,PS,Data East,Millennium Interactive,0.07,1995
Metal Max Returns,SNES,Data East,Crea-Tech,0.04,1995
Doukoku Shoshite...,SAT,Data East,Data East,0.11,1998
Fullmetal Alchemist: Dual Sympathy,DS,Destineer,Bandai,0.09,2006
John Deere: Harvest in the Heartland,DS,Destineer,Black Lantern Studios,0.29,2007
WordJong,DS,Destineer,Magellan Interactive,0.15,2007
Indianapolis 500 Legends,Wii,Destineer,Torus Games,0.13,2007
Kawasaki Quad Bikes,Wii,Destineer,Data Design Interactive,0.09,2007
Indianapolis 500 Legends,DS,Destineer,Torus Games,0.09,2007
Taito Legends Power Up,PSP,Destineer,Unknown,0.05,2007
Taito Legends 2,PS2,Destineer,Empire Oxford,0.02,2007
Fullmetal Alchemist: Trading Card Game,DS,Destineer,Magellan Interactive,0.01,2007
Summer Sports: Paradise Island (Others sales),Wii,Destineer,Digital Embryo,0.67,2008
