Name,Critic_Score,User_Score
FIFA 14,9.1,5.8
Rock Band,9.1,
Rock Band,9.1,
Tony Hawk's Pro Skater 3,9.1,
Tony Hawk's Pro Skater 3,9.1,
Call of Duty: Advanced Warfare,9.1,
Call of Duty: Advanced Warfare,9.1,
Colin McRae Rally 2005,9.1,
Colin McRae Rally 2005,9.1,
DiRT 3,9.1,
Torchlight II,9.1,8.5
Tomb Raider: Definitive Edition,9.1,8.1
Tomb Raider: Definitive Edition,9.1,7.7
NFL Blitz,9.1,
WipEout 64,9.1,
Dark Souls,9.1,
Grand Theft Auto III,9.1,
Midnight Club II,9.1,
Max Payne 2: The Fall of Max Payne,9.1,
L.A. Noire,9.1,
L.A. Noire,9.1,
Half-Life 2: Episode Two,9.1,
Need for Speed Underground 2,9.1,
Need for Speed Underground 2,9.1,
Mass Effect,9.1,
Dragon Age: Origins,9.1,
Henry Hatsworth in the Puzzling Adventure,9.1,
Dead Space 2,9.1,
Battlefield 1,9.1,7.9
Battlefield 1,9.1,7.1
NHL Championship 2000,9.1,
TimeSplitters 2,9.1,
TimeSplitters 2,9.1,
TimeSplitters 2,9.1,
Batman: Arkham Asylum,9.1,
Forza Motorsport 4,9.1,
Gears of War 3,9.1,
Homeworld,9.1,
World in Conflict,9.1,
Shadow Man,9.1,
Crimson Skies: High Road to Revenge,9.1,
Forza Motorsport 2,9.1,
WipEout 3,9.1,
Spyro: Year of the Dragon,9.1,
Ratchet & Clank: Up Your Arsenal,9.1,
Shadow of the Colossus,9.1,9.4
WipEout Pure,9.1,
Killzone 2,9.1,9.3
WipEout HD Fury,9.1,
LittleBigPlanet 2,9.1,
Metal Gear Solid V: The Phantom Pain,9.1,7.8
Horizon: Zero Dawn,9.1,8.0
Marvel's Spider-Man,9.1,8.7
Scribblenauts Unmasked: A DC Comics Adventure,9.1,6.0
Scribblenauts Unmasked: A DC Comics Adventure,9.1,6.3
Scribblenauts Unmasked: A DC Comics Adventure,9.1,6.1
The Witcher 3: Wild Hunt,9.1,9.2
Army Men: RTS,6.1,
Scooby-Doo! Night of 100 Frights,6.1,
The Incredibles: Rise of the Underminer,6.1,
Ratatouille,6.1,
SpongeBob SquigglePants 3D,6.1,
Gunvalkyrie,6.1,
Shining Tears,6.1,
Aliens vs Predator,6.1,
Fahrenheit: Indigo Prophecy Remastered,6.1,7.5
Magna Carta: Tears of Blood,6.1,
Metal Saga,6.1,
Rogue Ops,6.1,
Dragon Valor,6.1,
R: Racing Evolution,6.1,
Rygar: The Battle of Argus,6.1,
Digimon World 4,6.1,
Digimon World 4,6.1,
Sengoku Basara: Samurai Heroes,6.1,
Dark Void,6.1,
Dark Void,6.1,
Dark Void,6.1,
Ryse: Son of Rome,6.1,6.7
Coded Arms,6.1,
Ys: The Ark of Napishtim,6.1,
Winning Eleven: Pro Evolution Soccer 2007,6.1,
Totaled!,6.1,
Away: Shuffle Dungeon,6.1,
Harvest Moon: Boy & Girl,6.1,
Chameleon Twist 2,6.1,
Armored Core: For Answer,6.1,
Shaun White Skateboarding,6.1,
Rabbids Land,6.1,5.3
The Crew,6.1,5.3
Gear.Club Unlimited,6.1,6.8
Disney's Magical Quest Starring Mickey and Minnie,6.1,
Classic NES Series: Ice Climber,6.1,
Classic NES Series: Dr. Mario,6.1,
Flash Focus: Vision Training in Minutes a Day,6.1,
Mario Tennis Ultra Smash,6.1,
Dinotopia: The Timestone Pirates,6.1,
Syberia,6.1,
Animal Boxing,6.1,
FIFA 06: Road to FIFA World Cup,6.1,
Has-Been Heroes,6.1,6.5
Friday the 13th: The Game,6.1,6.2
Indiana Jones and the Emperor's Tomb,6.1,
Rogue Trooper Redux,6.1,7.5
A Bug's Life,6.1,
Spider-Man 2,6.1,
Rapala Pro Fishing,6.1,
Rapala Pro Fishing,6.1,
Cabela's Dangerous Hunts 2,6.1,
Call of Duty: Roads to Victory,6.1,
Soldier of Fortune: Payback,6.1,
Soldier of Fortune: Payback,6.1,
Transformers: Revenge of the Fallen,6.1,
Teenage Mutant Ninja Turtles: Out of the Shadows,6.1,
The Dwarves,6.1,6.5
F1 2014,6.1,4.8
F1 2015,6.1,3.9
No Man's Sky,6.1,2.9
Bomberman 64,6.1,
Atelier Iris 3: Grand Phantasm (US Sales),6.1,
The Witch and the Hundred Knight 2,6.1,6.8
Metal Max Xeno,6.1,5.4
The Lost Child,6.1,5.1
Evoland,6.1,6.8
Midway Arcade Treasures 3,6.1,
TNA iMPACT!,6.1,
The Legend of Heroes II: Prophecy of the Moonlight Witch,6.1,
Time Crisis 4,6.1,
Dragon Ball: Revenge of King Piccolo,6.1,8.0
Dungeons 2,6.1,6.9
Outcast: Second Contact,6.1,7.2
Submarine Titans,6.1,9.0
007 Racing,6.1,
The Simpsons: Road Rage,6.1,
Drome Racers,6.1,
Harry Potter and the Prisoner of Azkaban,6.1,
Catwoman,6.1,
NBA Live 09,6.1,
Rory McIlroy PGA Tour,6.1,3.8
Bionicle Heroes,6.1,
Rust,6.1,6.2
Riding Spirits,6.1,
Hunted: The Demon's Forge,6.1,
Hunted: The Demon's Forge,6.1,6.6
JoJo's Bizarre Adventure: Eyes of Heaven,6.1,7.2
Sword Art Online: Fatal Bullet,6.1,7.4
Clock Tower,6.1,
Milo's Astro Lanes,6.1,
Dungeon Explorer: Warriors of Ancient Arts,6.1,
Re-Volt,6.1,
Blast Lacrosse,6.1,
MegaTagmension Blanc + Neptune VS Zombies,6.1,6.6
Running Wild,6.1,
Start the Party!,6.1,
PaRappa the Rapper Remastered,6.1,5.3
WCW/NWO Thunder,6.6,
Banjo-Kazooie: Grunty's Revenge,6.6,
The SpongeBob SquarePants Movie,6.6,
The SpongeBob SquarePants Movie,6.6,
Juiced: Eliminator,6.6,
Teen Titans,6.6,
Ratatouille,6.6,
"Warhammer 40,000: Squad Command",6.6,
Tak and the Guardians of Gross,6.6,
Tak and the Guardians of Gross,6.6,
Saints Row 2,6.6,
Homefront,6.6,
Homefront,6.6,5.5
Virtua Fighter Kids,6.6,
Virtua Striker 2002,6.6,
Sonic Heroes,6.6,
Iron Phoenix,6.6,
Virtua Quest,6.6,
Phantasy Star Universe,6.6,
Armored Core 4,6.6,
Viking: Battle for Asgard,6.6,
Dinosaur King,6.6,
Virtua Tennis 2009,6.6,
The Conduit,6.6,8.2
Bullet Witch,6.6,
DemiKids: Dark Version,6.6,
DemiKids: Light Version,6.6,
Curious George,6.6,
Mission: Impossible,6.6,
Dead or Alive Xtreme Beach Volleyball,6.6,
Undead Knights,6.6,
King's Field: The Ancient City,6.6,
Ghost in the Shell: Stand Alone Complex,6.6,
Haunting Ground,6.6,
Tropix,6.6,
Lost Planet 2,6.6,
Street Fighter x Tekken,6.6,
King Arthur,6.6,
Fortress,6.6,
Cooking Mama,6.6,
Gardening Mama,6.6,
Rayman Raving Rabbids 2,6.6,
Chessmaster: The Art of Learning,6.6,
Shaun White Skateboarding,6.6,
Just Dance 2016,6.6,6.1
NASCAR Heat 2,6.6,6.2
Agatha Christie: The ABC Murders,6.6,8.5
Classic NES Series: Zelda II: The Adventure of Link,6.6,
Star Fox: Assault,6.6,8.5
Geist,6.6,7.6
Pokemon Ranger,6.6,
New Play Control! Mario Power Tennis,6.6,
Mario Tennis Open,6.6,6.9
Wii Party U,6.6,6.9
Animal Crossing: Happy Home Designer,6.6,6.9
Miitopia,6.6,7.7
Top Spin 2,6.6,
NHL 2K10,6.6,
MLB Front Office Manager,6.6,
MLB Front Office Manager,6.6,
WWE 2K18,6.6,5.6
Blazing Dragons,6.6,
Blast Radius,6.6,
Disney's Extreme Skate Adventure,6.6,
Lost Kingdoms II,6.6,
Tony Hawk's Project 8,6.6,
Over the Hedge,6.6,
Spider-Man 3,6.6,
007: Quantum of Solace,6.6,
007: Quantum of Solace,6.6,
Spider-Man: Web of Shadows,6.6,
Ferrari Challenge Trofeo Pirelli,6.6,
Ice Age: Dawn of the Dinosaurs,6.6,
How to Train Your Dragon,6.6,
Zapper: One Wicked Cricket!,6.6,
Quantum Break,6.6,5.3
Rad Rodgers,6.6,7.0
Titan Quest,6.6,6.9
Dynasty Warriors,6.6,
Berserk and the Band of the Hawk,6.6,6.7
Nights of Azure 2: Bride of the New Moon,6.6,6.4
Turok,6.6,
Fuel,6.6,
Fuel,6.6,
Risen 2: Dark Waters,6.6,5.7
Dead Island: Riptide,6.6,
Mana Khemia: Alchemists of Al-Revis,6.6,
Mana Khemia: Alchemists of Al-Revis (JP sales),6.6,
NieR,6.6,
Heroes of Ruin,6.6,7.3
Lightning Returns: Final Fantasy XIII,6.6,7.4
Wild ARMs 4,6.6,
Earth Defense Force: Insect Armageddon,6.6,
The Grim Adventures Of Billy & Mandy,6.6,
Blitz: The League II,6.6,
.hack//G.U. Vol.1//Rebirth,6.6,
The Fast and the Furious,6.6,
Magna Carta 2,6.6,
Vikings: Wolves of Midgard,6.6,7.1
The Golf Club,6.6,6.4
State of Emergency,6.6,
Bully: Scholarship Edition,6.6,
FlatOut 4: Total Insanity,6.6,6.3
Harry Potter and the Sorcerer's Stone,6.6,
Medal of Honor: Rising Sun,6.6,
MVP Baseball,6.6,
EA Playground,6.6,
Medal of Honor Heroes 2,6.6,
Def Jam Icon,6.6,
Skate it,6.6,
BattleForge,6.6,
Dante's Inferno,6.6,
Command & Conquer 4: Tiberian Twilight,6.6,
Darkspore,6.6,6.0
The Sims 4,6.6,3.7
The Sims 4,6.6,2.8
Song of the Deep,6.6,7.1
Ride 2,6.6,7.4
Strike Suit Infinity,6.6,7.0
Agatha Christie's The ABC Murders,6.6,6.7
Mister Mosquito,6.6,
Kinect Sports: Season Two,6.6,
Wallace & Gromit in Project Zoo,6.6,
Sherlock Holmes: The Devil's Daughter,6.6,7.1
Dragon Ball Z: Battle of Z,6.6,
Dragon Ball Z: Battle of Z,6.6,7.5
Dragon Ball Z: Battle of Z,6.6,
One Piece: Burning Blood,6.6,7.3
Project X Zone 2,6.6,7.6
Space Chimps,6.6,
Retrovirus,6.6,6.7
SWAT: Global Strike Team,6.6,
SWAT: Global Strike Team,6.6,
Crash of the Titans,6.6,
Railroad Tycoon II,6.6,
ATV Quad Power Racing 2,6.6,
Call of Cthulhu,6.6,5.9
Whacked!,6.6,
Wings of War,6.6,
NASCAR Heat Evolution,6.6,4.4
The Lord of the Rings: War in the North,6.6,
Disney Sing It: Pop Hits,6.6,
Epic Mickey: Power of Illusion,6.6,
Fairy Fencer F,6.6,7.9
NCAA GameBreaker 2001,6.6,
Ape Escape: On the Loose,6.6,
Invizimals,6.6,
Driveclub VR,6.6,6.7
Battlezone,6.6,7.1
Super Stardust Ultra VR,6.6,6.4
Hidden Agenda,6.6,6.6
LEGO Worlds,6.6,6.6
Jet Grind Radio,7.1,
Stuntman: Ignition,7.1,
Stuntman: Ignition,7.1,
Conan,7.1,
WWE SmackDown vs. Raw 2011,7.1,
Red Faction: Armageddon,7.1,
Beach Spikers: Virtua Beach Volleyball,7.1,
Amazing Island,7.1,
Spartan: Total Warrior,7.1,
Mystery Dungeon: Shiren the Wanderer,7.1,
Phantasy Star Portable,7.1,9.1
Dragon Ball Z: Supersonic Warriors,7.1,
Duel Masters: Sempai Legends,7.1,
Terminator 3: The Redemption,7.1,
Ghostbusters: The Video Game,7.1,
Cubivore: Survival of the Fittest,7.1,
Monster Kingdom: Jewel Summoner,7.1,
Downforce,7.1,
.hack//Outbreak Part 3,7.1,
Robin Hood: Defender of the Crown,7.1,
Robin Hood: Defender of the Crown,7.1,
Resident Evil Outbreak,7.1,
Capcom Classics Collection Reloaded,7.1,
Bionic Commando,7.1,8.0
Dead Rising 2: Off the Record,7.1,
Mega Man Legacy Collection 2,7.1,7.2
Devil May Cry HD Collection,7.1,6.9
Capcom Beat 'Em Up Bundle,7.1,4.2
Onimusha: Warlords,7.1,6.5
Pro Evolution Soccer 2008,7.1,
Zone of the Enders: The 2nd Runner MARS,7.1,7.7
Bust-A-Move Deluxe,7.1,
Batman: Vengeance,7.1,
Devil May Cry 3: Dante's Awakening Special Edition,7.1,
My Fitness Coach,7.1,
Rayman Raving Rabbids: TV Party,7.1,
Academy of Champions: Soccer,7.1,
Tom Clancy's Ghost Recon: Future Soldier,7.1,5.1
Rayman Origins,7.1,6.3
The Crew,7.1,6.3
Might & Magic X: Legacy,7.1,7.3
Steep,7.1,6.4
Assassin's Creed Rogue Remastered,7.1,6.0
Dreamfall Chapters,7.1,7.7
Sid Meier's Ace Patrol,7.1,6.6
Battleborn,7.1,7.2
Transport Fever,7.1,7.4
RiME,7.1,7.7
Final Fantasy I & II: Dawn of Souls,7.1,
F-Zero: GP Legend,7.1,
DK: King of Swing,7.1,
Mario Hoops 3 on 3,7.1,
Mario Party DS,7.1,
Big Brain Academy: Wii Degree,7.1,
Animal Crossing: City Folk,7.1,8.8
The Legendary Starfy,7.1,
Detective Pikachu,7.1,7.6
Portal Knights,7.1,6.5
Animaniacs Ten Pin Alley,7.1,
NASCAR 99,7.1,
NBA Live 2000,7.1,
Championship Bass,7.1,
NCAA March Madness 2003,7.1,
FIFA 07 Soccer,7.1,
Tiger Woods PGA Tour 07,7.1,
NASCAR 09,7.1,
NCAA Basketball 09,7.1,
NCAA Basketball 09,7.1,
NCAA Football 13,7.1,
Madden NFL 25,7.1,5.8
Hunter: The Reckoning,7.1,
Star Wars Jedi Knight II: Jedi Outcast,7.1,
Star Wars: The Force Unleashed,7.1,
Star Wars: The Force Unleashed,7.1,
Zoo Tycoon,7.1,
Nightmare Creatures,7.1,
Tony Hawk's Pro Skater,7.1,
Alundra 2: A New Legend Begins,7.1,
Lemony Snicket's A Series of Unfortunate Events,7.1,
Lemony Snicket's A Series of Unfortunate Events,7.1,
Lemony Snicket's A Series of Unfortunate Events,7.1,
Over the Hedge,7.1,
Tony Hawk's Proving Ground,7.1,
Guitar Hero: On Tour,7.1,8.1
007: Quantum of Solace,7.1,
X-Men Origins: Wolverine - Uncaged Edition,7.1,
Guitar Hero: Smash Hits,7.1,
Guitar Hero: Warriors of Rock,7.1,
Dead or Alive 5 Last Round,7.1,
Toukiden: The Age of Demons,7.1,8.0
Exist Archive: The Other Side of the Sky,7.1,8.1
Dead Island,7.1,6.9
Summon Night 6: Lost Borders,7.1,6.7
Aragami,7.1,7.2
Stranger of Sword City,7.1,8.1
KORG DS-10 Synthesizer,7.1,
Populous DS,7.1,
Dark Sector,7.1,
Gods Eater Burst,7.1,
Mace: The Dark Age,7.1,
NBA Showtime: NBA on NBC,7.1,
Defender,7.1,
We Ski,7.1,
Samurai Shodown Anthology,7.1,
Samurai Shodown Anthology,7.1,
Aragami,7.1,7.1
"Warhammer 40,000: Inquisitor - Martyr",7.1,3.9
Beat Cop,7.1,7.5
Battle Worlds: Kronos,7.1,7.1
Grand Theft Auto,7.1,
UFC: Tapout 2,7.1,
Ty the Tasmanian Tiger,7.1,
James Bond 007: Everything or Nothing,7.1,
From Russia With Love,7.1,
Need for Speed: ProStreet,7.1,
MySims,7.1,
FIFA Soccer 09,7.1,
NERF N-Strike,7.1,
Mercenaries 2: World in Flames,7.1,
The Saboteur,7.1,
The Saboteur,7.1,
Army of Two: The 40th Day,7.1,
Army of Two: The 40th Day,7.1,
Star Wars Battlefront (2015),7.1,
Mass Effect: Andromeda,7.1,4.9
Song of the Deep,7.1,7.1
The Escapists,7.1,7.0
Wave Rally,7.1,
ScreamRide,7.1,4.8
GRIP: Combat Racing,7.1,6.1
Brink,7.1,
The Elder Scrolls Online,7.1,5.8
DOOM VFR,7.1,8.0
Sherlock Holmes: The Devil's Daughter,7.1,7.1
Lords of the Fallen,7.1,6.6
Dragon Ball: Xenoverse 2,7.1,7.5
King's Field,7.1,
Bendy and the Ink Machine,7.1,5.7
Outlaw Golf 2,7.1,
The Legend of Spyro: A New Beginning,7.1,
NBA Jam 2000,7.1,
Turok: Evolution,7.1,
Legends of Eisenwald,7.1,7.7
Avalon Code,7.1,
Section 8,7.1,
Sam & Max: Season One,7.1,
Leisure Suit Larry: Wet Dreams Don't Dry,7.1,6.5
Blackthorne,7.1,
Farming Simulator 2013,7.1,7.5
Styx: Master of Shadows,7.1,7.2
Act of Aggression,7.1,7.1
Lips,7.1,
Sniper Elite III,7.1,6.9
LEGO Harry Potter: Years 5-7,7.1,6.8
God Eater 3,7.1,7.2
Sacred 2: Fallen Angel,7.1,
Hyperdimension Neptunia U: Action Unleashed,7.1,7.0
Fairy Fencer F: Advent Dark Force,7.1,6.8
Megadimension Neptunia VII,7.1,7.0
Cyberdimension Neptunia: 4 Goddesses Online,7.1,7.2
Megadimension Neptunia VIIR,7.1,6.6
Carnage Heart,7.1,
Primal,7.1,
GripShift,7.1,
SOCOM: Tactical Strike,7.1,
Ultra Street Fighter IV,7.1,6.2
EVE: Valkyrie,7.1,6.8
Knowledge is Power,7.1,7.5
Farpoint,7.1,8.1
Job Simulator,7.1,7.0
MLB 14 The Show,7.1,
LEGO Worlds,7.1,6.3
LEGO Marvel's Avengers,7.1,7.1
LEGO Marvel's Avengers,7.1,5.3
Army Men: Air Combat,7.6,
The Granstream Saga,7.6,7.0
Dark Summit,7.6,
GT Advance 2: Rally Racing,7.6,
Titan Quest,7.6,
Cars,7.6,
Frontlines: Fuel of War,7.6,
Drakensang: The Dark Eye,7.6,
WWE All Stars,7.6,
Dynasty Tactics,7.6,
Sakura Wars,7.6,
Mario & Sonic at the Olympic Winter Games,7.6,
Asteroids,7.6,7.8
Dragon Ball Z: The Legacy of Goku II,7.6,
Ghostbusters: The Video Game,7.6,
Champions Online,7.6,
Ogre Battle Saga Episode Five: The March of the Black Queen,7.6,
Shin Megami Tensei: Digital Devil Saga,7.6,
Shin Megami Tensei: Persona,7.6,
Shin Megami Tensei: Devil Survivor Overclocked,7.6,4.3
Persona 4: Dancing All Night,7.6,4.5
Etrian Mystery Dungeon,7.6,7.9
Ace Combat 3: Electrosphere,7.6,
Sniper Elite,7.6,
Chaos;Child,7.6,7.8
Fatal Frame,7.6,
The King of Fighters: Evolution,7.6,
Breath of Fire III,7.6,
Breath of Fire: Dragon Quarter,7.6,
Darkwatch,7.6,
Shadow of Rome,7.6,
Monster Hunter Freedom 2,7.6,
Lost Planet: Extreme Condition,7.6,
Phoenix Wright: Ace Attorney - Justice for All,7.6,
Mega Man ZX Advent,7.6,
Neopets Puzzle Adventure,7.6,
Neopets Puzzle Adventure,7.6,
Resident Evil Archives: Resident Evil,7.6,
Fate/Unlimited Codes Portable,7.6,
Dead Rising 2: Off the Record,7.6,
Monster Hunter 3G,7.6,
Resident Evil: Revelations,7.6,
Resident Evil 4,7.6,8.0
Castlevania,7.6,
Karaoke Revolution Party,7.6,
Metal Gear Solid: Digital Graphic Novel,7.6,
Silent Hill: Homecoming,7.6,
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,7.6,
Harvest Moon: Friends of Mineral Town,7.6,
Tom Clancy's Rainbow Six: Lockdown,7.6,
Cold Fear,7.6,
Open Season,7.6,
Blazing Angels 2: Secret Missions of WWII,7.6,
Assassin's Creed,7.6,
Brothers In Arms: Hell's Highway,7.6,
Naruto: The Broken Bond,7.6,
Call of Juarez: Bound in Blood,7.6,
Your Shape: Fitness Evolved 2013,7.6,6.3
Just Dance 2014,7.6,
Werewolves Within,7.6,7.1
For Honor,7.6,5.2
The Lost Chronicles of Zerzura,7.6,6.9
Mafia II,7.6,
Spec Ops: The Line,7.6,8.2
Evolve,7.6,4.3
Syberia,7.6,7.6
Mario Party,7.6,
NBA Courtside 2002,7.6,
Donkey Kong Country 2,7.6,
Metroid Prime Pinball,7.6,
Polarium,7.6,
Style Savvy,7.6,
Endless Ocean: Blue World,7.6,
Kirby's Return to Dreamland,7.6,
Dragon Quest VI: Realms of Revelation,7.6,
Pokken Tournament,7.6,7.3
The Escapists 2,7.6,7.0
Torment: Tides of Numenera,7.6,6.8
All-Pro Football 2K8,7.6,
The BIGS,7.6,
NBA 2K13,7.6,7.1
WWE 2K14,7.6,
WWE 2K14,7.6,
Redout,7.6,8.2
NBA Live 2002,7.6,
F1 2002,7.6,
FIFA Soccer 06,7.6,
Tiger Woods PGA Tour 07,7.6,
NHL 07,7.6,
NHL 07,7.6,
Madden NFL 08,7.6,
NHL Slapshot,7.6,
EA Sports MMA,7.6,
NCAA Football 14,7.6,
EA Sports UFC 2,7.6,5.6
Madden NFL 20,7.6,1.5
Wrath Unleashed,7.6,
Star Wars: Empire at War,7.6,
Thrillville: Off the Rails,7.6,
LEGO Indiana Jones: The Original Adventures,7.6,
LEGO Star Wars III: The Clone Wars,7.6,7.6
3D Baseball,7.6,
Groovin' Blocks,7.6,
Spider-Man: The Movie,7.6,
Mat Hoffman's Pro BMX 2,7.6,
Return to Castle Wolfenstein: Operation Resurrection,7.6,
World Series of Poker 2008: Battle for the Bracelets,7.6,
Guitar Hero: Aerosmith,7.6,
Guitar Hero: Aerosmith,7.6,
Guitar Hero: Aerosmith,7.6,
Band Hero,7.6,
Band Hero,7.6,
Call of Duty: Modern Warfare: Mobilized,7.6,
Prototype 2,7.6,6.4
Destiny,7.6,6.1
Volgarr the Viking,7.6,7.7
Dead or Alive 5,7.6,
Samurai Warriors 4,7.6,7.6
Dead or Alive 5,7.6,
Atelier Ayesha Plus: The Alchemist of Dusk,7.6,8.4
Guilty Gear XX Accent Core Plus,7.6,
Disney's Chicken Little: Ace In Action,7.6,
Operation Flashpoint: Dragon Rising,7.6,
Obduction,7.6,7.7
Phantom Brave: We Meet Again,7.6,
Grand Kingdom,7.6,8.3
Dragon Quest Monsters: Joker,7.6,
Just Cause 3,7.6,5.6
Kingdom Hearts HD II.8 Final Chapter Prologue,7.6,
Shadow Hearts: From The New World,7.6,
Ys Seven,7.6,
Solatorobo: Red the Hunter,7.6,
Horse Life,7.6,
Dead Head Fred,7.6,
Mary Skelter: Nightmares,7.6,8.7
Ready 2 Rumble Boxing,7.6,
Arcade Party Pak,7.6,
NHL Hitz 20-02,7.6,
Freestyle Metal X,7.6,
Freestyle Metal X,7.6,
Mortal Kombat vs DC Universe,7.6,
Mortal Kombat vs DC Universe,7.6,
Mechanic Master,7.6,
Ace Combat X: Skies of Deception,7.6,
Klonoa,7.6,
Naruto Shippuden: Ultimate Ninja Storm 2,7.6,
American Truck Simulator,7.6,6.8
Hard Reset,7.6,7.3
Tropico 5,7.6,7.1
Surviving Mars,7.6,6.5
The Fall,7.6,7.2
L.A. Noire,7.6,7.9
Beat Hazard,7.6,
Nuclear Strike,7.6,
James Bond 007: Agent Under Fire,7.6,
The Lord of the Rings: The Two Towers,7.6,
The Urbz: Sims in the City,7.6,
Need for Speed Underground Rivals,7.6,
Battlefield 2: Modern Combat,7.6,
The Sims 2,7.6,
Batman Begins,7.6,
NCAA Football 07,7.6,
Command & Conquer 3: Tiberium Wars,7.6,
Harry Potter and the Order of the Phoenix,7.6,
Harry Potter and the Order of the Phoenix,7.6,
Mirror's Edge,7.6,
Shadows of the Damned,7.6,
Crysis 3,7.6,
Plants vs Zombies: Garden Warfare,7.6,7.5
Mass Effect: Andromeda,7.6,4.9
Croc: Legend of the Gobbos,7.6,
Clustertruck,7.6,7.3
Lunar: Silver Star Story Complete,7.6,10.0
Skullgirls: 2nd Encore,7.6,8.3
BlazBlue: Cross Tag Battle,7.6,6.5
Kingdom Come: Deliverance,7.6,8.1
Tomb Raider II,7.6,
Mini Ninjas,7.6,
The Gunstringer,7.6,
Armored Core: Verdict Day,7.6,
Wolfenstein: The Old Blood,7.6,7.7
Wolfenstein: The Old Blood,7.6,7.9
Dishonored: Definitive Edition,7.6,7.4
The Evil Within 2,7.6,8.5
The Elder Scrolls Online: Morrowind,7.6,5.6
Tales of Hearts R,7.6,8.1
.hack//G.U. Last Recode,7.6,7.9
Magicka,7.6,7.6
TimeShift,7.6,
TimeShift,7.6,
Robert Ludlum's The Bourne Conspiracy,7.6,
Burnout,7.6,
Jurassic World Evolution,7.6,6.2
Secret Files: Tunguska,7.6,
A Vampyre Story,7.6,
Deponia Doomsday,7.6,7.0
Voodoo Vince,7.6,
Zoo Tycoon 2: Extinct Animals,7.6,
Scene It? Box Office Smash,7.6,
Broken Age,7.6,6.9
Obscure,7.6,
LEGO Batman: The Videogame,7.6,
Scooby-Doo! and the Spooky Swamp,7.6,
Disney Infinity,7.6,7.6
Tower of Guns,7.6,7.2
Grind Session,7.6,
Wild ARMs 3,7.6,
Syphon Filter: The Omega Strain,7.6,
World Tour Soccer 2005,7.6,
ATV Offroad Fury Pro,7.6,
Hot Shots Tennis,7.6,
Ratchet & Clank: Quest for Booty,7.6,
echochrome,7.6,
Sports Champions,7.6,
MotorStorm: Apocalypse,7.6,
MLB 13: The Show,7.6,7.5
Ratchet & Clank Collection,7.6,7.9
Metal Gear Solid V: Ground Zeroes,7.6,6.3
Pro Evolution Soccer 2016,7.6,4.2
Mortal Kombat X,7.6,5.5
LEGO Marvel Super Heroes 2,7.6,7.4
BattleTanx: Global Assault,8.2,
Army Men: Air Attack 2,8.2,
High Heat Major League Baseball 2004,8.2,
Brunswick Circuit Pro Bowling,8.2,
WWE SmackDown! Shut Your Mouth,8.2,
WWE SmackDown! Shut Your Mouth,8.2,
Tak and the Power of Juju,8.2,
Full Spectrum Warrior: Ten Hammers,8.2,
WWE SmackDown vs. Raw 2009,8.2,
Age of Empires: Mythologies,8.2,
WWE SmackDown vs. Raw 2010,8.2,
You Don't Know Jack,8.2,
Darksiders II,8.2,8.1
Phantasy Star Online Episode I & II,8.2,
Phantasy Star Online Episode I & II,8.2,
Condemned: Criminal Origins,8.2,
Bleach: The Blade of Fate,8.2,
Medieval II: Total War Kingdoms,8.2,
Condemned 2: Bloodshot,8.2,
Sonic Colors,8.2,8.1
Football Manager 2018,8.2,5.7
Monopoly Tycoon,8.2,
Dragon Ball: Origins,8.2,
The Chronicles of Riddick: Assault on Dark Athena,8.2,
Trauma Center: Second Opinion,8.2,
Trauma Center: Under the Knife 2,8.2,
Etrian Odyssey IV: Legends of the Titan,8.2,8.3
Top Gear Rally 2,8.2,
Baten Kaitos: Eternal Wings and the Lost Ocean,8.2,
We Love Katamari,8.2,
RPG Maker,8.2,
RPG Maker,8.2,
Street Fighter Alpha 2,8.2,
Final Fight One,8.2,
Resident Evil Zero,8.2,
Marvel vs. Capcom 2,8.2,
Street Fighter Anniversary Collection,8.2,
Devil May Cry 4,8.2,8.2
Dead Rising 2,8.2,
Marvel vs. Capcom 3: Fate of Two Worlds,8.2,
Ghost Trick: Phantom Detective,8.2,
Resident Evil 4,8.2,8.2
Mega Man 11,8.2,8.0
DEFCON: Everybody Dies,8.2,
Suikoden,8.2,8.0
Silent Hill 2: Restless Dreams,8.2,
Winning Eleven: Pro Evolution Soccer 2007,8.2,
Lunar Knights,8.2,
Pro Evolution Soccer 2008,8.2,
Castlevania: Order of Ecclesia,8.2,9.2
Pro Evolution Soccer 2019,8.2,6.8
Phantom Dust,8.2,
Age of Empires: The Age of Kings,8.2,
"Blast Works: Build, Trade, Destroy",8.2,
Harvest Moon: A Wonderful Life,8.2,
Harvest Moon 3D: A New Beginning,8.2,7.8
Rayman 3: Hoodlum Havoc,8.2,
Prince of Persia: Warrior Within,8.2,
Assassin's Creed,8.2,8.0
Assassin's Creed,8.2,8.5
Tom Clancy's Rainbow Six: Vegas 2,8.2,
Tom Clancy's Rainbow Six: Vegas 2,8.2,
Prince of Persia,8.2,6.0
No More Heroes,8.2,8.3
Driver: San Francisco,8.2,
Trials Fusion,8.2,7.1
Trials Fusion,8.2,6.9
Trials Fusion,8.2,7.1
Watch Dogs 2,8.2,7.7
Call of Cthulhu: Dark Corners of the Earth,8.2,
Serious Sam II,8.2,
Prey,8.2,
Sid Meier's Civilization Revolution,8.2,7.6
Borderlands,8.2,
Borderlands: The Handsome Collection,8.2,7.9
